e7cb4b22-0ed6-4949-afaf-47df1a710506,5.851851174,16.27981259,3.777198303,4.886078139,5.639050707,,3.777198303,,
fbe0fe50-f1ab-46fa-b466-82c618df134d,10.26269298,7.419337752,17.4339195,8.74948164,15.77878061,,7.419337752,,
23669e9e-6e28-49a6-86e1-58d9e3ce46c5,6.672559036,4.88171045,21.34058064,2.584092454,5.77682367,,2.584092454,,
4ad58bb8-2b0a-4dc2-84a7-3576b9ba12fc,15.31573954,5.706545791,8.139416988,7.28098182,9.839823261,,5.706545791,,
40a27c27-dc65-443c-ab5f-9fd2e6c9a8a6,3.282976461,8.723613743,8.657034125,4.946403961,4.579863737,,3.282976461,,
a0a047af-cac6-4601-a5f2-6c6ce0e28ef7,9.969654823,8.196272297,4.968829014,4.95794522,15.23597741,,4.95794522,,
49c6c5c7-0d41-4f35-9a84-33ddc681bdb2,11.6913078,20.09297722,5.870714849,16.81592367,6.031738648,,5.870714849,,
4029bfdc-82e9-4d8f-a706-c0c95d389280,11.57315315,6.630687785,14.78501803,8.034770147,11.32523353,,6.630687785,,
7cec60a4-9de5-4e22-9e3d-73a1d34edd5a,11.03973815,11.31664586,12.85247311,13.75544103,4.815262695,,4.815262695,,
5efe14ea-d62a-4551-af9a-6b9bea048d44,10.45075195,16.49400391,9.358750276,11.32792922,3.071318686,,3.071318686,,
4971a18c-7d83-47e2-a1aa-1a6b885371f8,10.8390311,9.404976233,4.543561362,11.46910725,12.66799223,,4.543561362,,
7e7ffe9e-9ede-4d01-9cd3-34d83444476d,15.06343512,11.05254649,21.05978477,19.1141054,15.30644371,,11.05254649,,
7afa334e-cbf4-4e17-8ac2-d3a7e50154db,15.47384695,1.692783637,11.07046877,9.393633106,10.90750129,,1.692783637,,
22d69391-4b45-41e3-ac0b-ffa56b2a901b,12.75036355,6.389527196,4.753965824,5.719941743,5.892696343,,4.753965824,,
9385829d-2990-42c2-bb92-8fa120496f9f,10.20983529,1.981413551,1.850654601,19.92798687,23.07184379,,1.850654601,,
c13f2689-91d3-400a-9e44-bacd15d906ec,16.33865146,2.361469834,14.94310832,15.36506494,9.278547627,,2.361469834,,
8386a838-8f08-4993-906f-27c4a129fa7e,1.947064319,22.24932578,1.158239618,15.54973411,12.57942177,,1.158239618,,
45910931-c541-4bcc-9ed0-0a31d129c472,1.600952611,2.546453707,0.554390696,2.787934556,1.873267541,,0.554390696,,
e57b31fa-ed48-435f-9556-3a733b6e98db,22.91555238,6.07045017,4.897128159,5.944585274,5.453688136,,4.897128159,,
