52f6f25d-95e8-4983-abfb-8a7eeb0acb6d,58.96371055,8.627702532,9.14443935,41.01280143,70.09971447,,8.627702532,,
05ea6408-a8b9-4677-b697-451e282b29c9,6.334161444,6.334161444,2.65479583,76.83994148,84.40978,,2.65479583,,
a91711be-2169-4c6b-923d-eda4202b7726,31.5827235,20.91851428,29.42048293,10.54771983,36.37542787,,10.54771983,,
a6296c8b-37bf-40b8-b70c-21c971f822df,1.690845315,8.727935917,4.863112752,31.25332766,9.228415332,,1.690845315,,
827c9698-6664-449d-a356-0bac99f3d04b,1.797242654,6.00741558,2.539442904,7.892346666,8.45071581,,1.797242654,,
fc9606bb-4718-4658-90b9-c8ddb606029f,1.738488003,8.585630081,8.53463874,4.793071609,2.631352467,,1.738488003,,
2b23c03a-34a5-40cf-b331-3e99d468b44e,4.440434135,8.242446268,6.061259125,6.061259125,25.59924921,,4.440434135,,
91d50db4-65ef-405b-8280-e9853433e9e7,18.02198241,4.858490597,16.66068755,6.528943588,43.53289457,,4.858490597,,
c973b635-302e-45df-acc0-775d2a9edb80,4.613543021,3.972504597,13.33531826,8.64108848,14.704456,,3.972504597,,
cccc6212-a23b-46b1-af22-a5a9e2eff35a,1.575629041,8.541405266,4.320737414,2.69244744,12.80505189,,1.575629041,,
08bda197-ed32-4c36-b864-0a93f84ed623,1.649248591,11.19191227,11.36507844,13.53854328,13.53854328,,1.649248591,,
0c384136-6000-4029-a27e-6e5c9af89ff6,1.808987219,8.011194394,8.43951469,39.71134456,6.682745572,,1.808987219,,
73353795-e4b0-4776-b88f-2094828772b8,5.952077915,4.32269661,4.32269661,4.744075202,33.71242109,,4.32269661,,
a1df2089-39eb-4d33-8f7d-b9499d278385,5.961121463,3.726948405,3.726948405,31.99172936,24.11914111,,3.726948405,,
167570c6-9e8c-4446-8a1d-593d7a03cb90,4.74305425,5.38692684,5.38692684,43.23636925,13.56126472,,4.74305425,,
3979071d-4cb0-4f4a-a958-c9701e8bc2d9,7.446577556,2.598678222,3.226764171,14.90561323,11.33002013,,2.598678222,,
0bbd19f2-2a0e-45f3-9933-ed9fb93bd6ab,10.08625654,10.08625654,11.80130561,11.80130561,2.887464263,,2.887464263,,
deebe30b-4cd9-48de-ae4f-999468828922,4.035700731,4.035700731,8.317334736,8.317334736,3.726402996,,3.726402996,,
bc528e8c-dc86-44df-9929-6dda452b5e01,8.145026317,8.145026317,2.850491996,8.931409718,31.17434003,,2.850491996,,
5ff143b8-7042-4046-ae72-6f6b6b121aa9,3.480523918,3.480523918,12.06307294,12.06307294,4.33571867,,3.480523918,,
