,,,,,,,,,,,,1,2,3,4,5,,,,,,
90d6ba5d-f90d-4437-97ce-bddb4f922afc,5.180772174,5.156364905,2.175579746,4.660888164,3.192951491,3.496540011,3.341751192,4.996467527,8.157933989,7.782359421,,5.180772174,5.156364905,2.175579746,2.175579746,2.175579746,,,,,,
936e2df7-ea59-4c4d-aa05-4bae36281ffc,5.05130429,6.353783645,7.959172016,3.849831184,4.289817961,4.51141803,5.1655972,9.867099093,14.1933964,6.159278733,,5.05130429,5.05130429,5.05130429,3.849831184,3.849831184,,,,,,
ba412328-569d-4913-a5d8-a269e16213af,6.672260007,11.85560479,6.330418363,9.872587684,7.81688072,5.497922154,3.216525245,7.231094486,13.99808007,5.674954734,,6.672260007,6.672260007,6.330418363,6.330418363,6.330418363,,,,,,
3f195045-c9c3-4dcc-b97b-6947d9a98cec,8.005826068,9.962148049,9.851706841,17.6620829,10.90449144,6.719747012,8.687793955,11.07944007,7.690338987,11.3148959,,8.005826068,8.005826068,8.005826068,8.005826068,8.005826068,,,,,,
cca35b56-e961-4453-af3e-5b9f4f8fbcb4,8.610219074,6.229576092,8.385633733,8.201805789,7.091872421,4.679375863,7.370145245,8.817264738,12.06467584,8.270039065,,8.610219074,6.229576092,6.229576092,6.229576092,6.229576092,,,,,,
e086b3ea-3390-46fd-91e2-413759b2e76f,14.02048348,14.98276161,5.516594275,4.435558071,7.631879379,5.670717807,15.50173068,14.29656929,13.21206443,7.796512761,,14.02048348,14.02048348,5.516594275,4.435558071,4.435558071,,,,,,
e001284e-6038-4d33-9aee-3f4841c63e01,5.640925456,6.179740354,3.096622279,5.444053348,15.08199761,3.922348954,11.14743576,5.691736583,4.060009844,6.651299612,,5.640925456,5.640925456,3.096622279,3.096622279,3.096622279,,,,,,
bf96b7e0-3f26-40e2-b4b8-e81b09e8a12a,12.31645545,8.105355842,8.77789077,11.08813724,10.67496108,11.77658543,9.572355076,13.81347751,8.093170068,0.941707993,,12.31645545,8.105355842,8.105355842,8.105355842,8.105355842,,,,,,
c0775325-c437-469d-a05c-5f55416a027d,5.288869135,13.09706455,12.36481816,11.67524793,8.397192688,13.55418152,11.1983877,12.17560285,8.756508643,11.09344221,,5.288869135,5.288869135,5.288869135,5.288869135,5.288869135,,,,,,
193b810a-866a-49ba-94b2-2ac2a07e4637,12.27383972,5.557643903,11.43847577,9.99251967,11.67547755,3.517761921,8.478955855,10.98052115,7.296123822,13.23067013,,12.27383972,5.557643903,5.557643903,5.557643903,5.557643903,,,,,,
68af811f-e9a6-450f-b13c-550cfaec3907,10.16336097,5.246505203,13.53375518,7.557514311,7.116109013,12.99406313,3.044203813,7.46832754,8.091371756,9.148185907,,10.16336097,5.246505203,5.246505203,5.246505203,5.246505203,,,,,,
854a47cd-fd56-43f2-b0f9-6a2e27f1a658,9.687901901,9.88979752,7.840666797,8.626941506,10.02871258,7.323765526,16.88561647,9.973789616,5.644195702,2.833346633,,9.687901901,9.687901901,7.840666797,7.840666797,7.840666797,,,,,,
1e6f71b4-85f3-4f3c-baf3-a0759e3243ab,8.428550256,12.55755247,5.867030919,5.481075832,10.57409455,6.493519272,5.783279955,7.548856467,4.622790161,8.605310183,,8.428550256,8.428550256,5.867030919,5.481075832,5.481075832,,,,,,
4c9b831d-a690-45f7-8c32-975eaad72866,13.7899771,3.655569751,11.01703552,4.626961996,10.25857222,5.42968601,5.42825542,14.43391014,2.811407676,10.21545746,,13.7899771,3.655569751,3.655569751,3.655569751,3.655569751,,,,,,
b2bb5858-7c6d-401b-9dfb-2345a4133145,7.393008032,3.700057559,3.278723643,5.755350947,11.33467982,6.776473964,6.512147819,10.00540411,5.687420786,12.37271728,,7.393008032,3.700057559,3.278723643,3.278723643,3.278723643,,,,,,
eb499e58-8d51-4bc8-8f9e-905b2359f5b6,13.8195143,15.11783519,5.598518546,5.739207685,7.622480558,6.296274382,5.52100362,15.59832565,8.265491946,14.81851531,,13.8195143,13.8195143,5.598518546,5.598518546,5.598518546,,,,,,
d3c35608-0d28-4447-a808-d82e6bc55785,3.04811971,4.792357035,10.65145013,8.021575988,5.352106533,4.511932993,2.674317254,8.09642003,7.012183314,11.93281301,,3.04811971,3.04811971,3.04811971,3.04811971,3.04811971,,,,,,
6475dd4f-0b33-42f9-92b5-75e0a917d751,5.228648483,9.16948868,4.656412451,6.338748612,6.099873645,2.899255769,9.136012345,8.088773528,13.19517116,3.764688989,,5.228648483,5.228648483,4.656412451,4.656412451,4.656412451,,,,,,
e4880d7b-d318-407d-bdfd-4d58cfb39285,1.91857214,9.75972163,12.74679846,9.811654744,7.432630073,11.22064135,13.83717859,8.433826076,4.164508247,5.512708414,,1.91857214,1.91857214,1.91857214,1.91857214,1.91857214,,,,,,
7111092c-7814-46d6-b764-360d880c89de,5.19340066,7.44203645,5.350025112,9.123767106,5.59614883,2.646987246,5.270890099,8.113051929,9.341137274,4.549463539,,5.19340066,5.19340066,5.19340066,5.19340066,5.19340066,,,,,,
796ba5a3-4884-4004-b8c3-d7a83aaa5cfa,7.214535429,11.2262239,6.958731151,7.643016126,7.928085632,15.30194294,7.075492943,13.93079414,9.218086284,9.106279456,,7.214535429,7.214535429,6.958731151,6.958731151,6.958731151,,,,,,
bb49c7bf-3576-497e-a33a-6d7d1fdfe1df,14.47660574,8.367643215,12.00512582,16.11619986,7.450560881,5.73534059,7.47712332,6.971357352,8.525479808,12.48721031,,14.47660574,8.367643215,8.367643215,8.367643215,7.450560881,,,,,,
16f82d4f-2f5d-4082-ac59-1ed89dc9ff67,6.627072301,11.29952031,14.89767924,7.542086537,7.754133047,7.887197498,13.16632665,21.6868716,14.49881813,7.509931617,,6.627072301,6.627072301,6.627072301,6.627072301,6.627072301,,,,,,
f6b40ab5-7f1c-45f8-8644-5c854bcee07a,20.46186844,21.41166303,11.15889267,18.92745811,20.35941455,20.6255903,19.15983039,24.47366256,17.32635148,18.82629319,,20.46186844,20.46186844,11.15889267,11.15889267,11.15889267,,,,,,
c20b447d-99dc-46d2-84c6-a7fe0786c729,19.56013239,9.853736918,19.36305933,20.14919872,16.39889728,23.04544023,4.921870818,19.10797725,11.92359587,17.83382857,,19.56013239,9.853736918,9.853736918,9.853736918,9.853736918,,,,,,
70e59eac-e9c9-4fd4-944e-3d84b2aab5c5,12.31138376,6.236202766,6.477315153,16.00453425,17.71811852,9.545249021,9.454321457,2.046776997,2.088503847,14.61151724,,12.31138376,6.236202766,6.236202766,6.236202766,6.236202766,,,,,,
c60b1757-a84a-4f63-a84c-8689f43dd0dd,10.2438599,7.342382937,11.51429092,2.523657633,4.625962581,6.621048888,14.09268176,5.4931796,6.599564246,14.2076641,,10.2438599,7.342382937,7.342382937,2.523657633,2.523657633,,,,,,
86c8d037-d843-4bcc-890c-a1e8ca1e8070,9.948803825,13.57142396,19.49316448,6.697977941,3.630145489,12.08760389,11.5867926,5.715056254,9.556735971,14.19947021,,9.948803825,9.948803825,9.948803825,6.697977941,3.630145489,,,,,,
3aec661f-2435-48b9-a940-5c91efb8335e,9.735316804,8.872435156,6.782434297,6.852679739,13.70710152,17.40296165,14.52028514,17.69545504,6.751872062,8.953035845,,9.735316804,8.872435156,6.782434297,6.782434297,6.782434297,,,,,,
13d6d571-7472-43a0-9ab7-228e6862fa4d,9.251951741,8.337755187,3.488095943,7.472942452,6.052535341,8.463850936,4.007808616,11.82087811,9.547582996,14.93653476,,9.251951741,8.337755187,3.488095943,3.488095943,3.488095943,,,,,,
8abdd490-03bf-44f3-aa47-8703dba27ebd,2.680019381,4.357126523,4.595094839,4.537118905,2.947333549,4.387844604,14.62001873,5.014730421,5.530418948,1.949242375,,2.680019381,2.680019381,2.680019381,2.680019381,2.680019381,,,,,,
333e34c4-48f2-49bf-b44b-c85301118877,0.361120463,5.168238244,6.53315903,4.48648282,0.853976814,6.065882515,3.699414327,7.379600299,4.062182108,1.249995633,,0.361120463,0.361120463,0.361120463,0.361120463,0.361120463,,,,,,
73c9c3e9-b724-43cf-adc7-c8d7e45fc2ee,7.716544447,5.578234492,7.299513695,2.936571189,8.074245106,9.061377659,7.656756135,2.391720717,9.238806703,5.965369338,,7.716544447,5.578234492,5.578234492,2.936571189,2.936571189,,,,,,
de16c3b6-7476-4254-a6bf-cdf70a211546,8.582767072,10.37710359,6.038423637,8.476677223,10.01166632,6.218698921,8.637447813,7.646661429,5.035105179,5.320546487,,8.582767072,8.582767072,6.038423637,6.038423637,6.038423637,,,,,,
232d3283-e0d3-4e9f-8c3d-dbe0b4ac457e,2.758796617,7.548284944,8.0641466,6.99740945,10.70641237,4.408897947,7.323139552,7.238377583,13.07395645,9.494422508,,2.758796617,2.758796617,2.758796617,2.758796617,2.758796617,,,,,,
5004c98c-4e1e-4f40-8a96-faa0480275ff,13.64247233,5.270419164,3.971080067,7.524463915,6.388149256,12.98635998,3.073836231,11.63112445,6.221560752,7.157022671,,13.64247233,5.270419164,3.971080067,3.971080067,3.971080067,,,,,,
78764a49-77d6-4254-af36-326298c1be2b,4.790905018,7.745917765,3.211820989,8.419092898,5.749295549,10.17799848,13.13721738,7.802385192,2.403516067,9.45251777,,4.790905018,4.790905018,3.211820989,3.211820989,3.211820989,,,,,,
ac4d71b9-b978-45c2-904b-45ba1ea0ea7d,8.982257422,8.922872591,7.636377069,8.863444807,4.313087335,7.227524997,4.092064035,6.933843815,3.307153234,5.445687436,,8.982257422,8.922872591,7.636377069,7.636377069,4.313087335,,,,,,
4454a851-1915-410d-872a-46667e933aa6,5.982784714,10.6634345,4.883129472,3.511906612,6.526998969,6.67489667,11.11074166,9.511569787,12.01606931,12.58932909,,5.982784714,5.982784714,4.883129472,3.511906612,3.511906612,,,,,,
ad28af2e-db25-4794-a44b-205abcf6a6ab,3.740197435,5.602063036,3.328043268,6.813848306,7.967338344,5.693727168,9.902721936,10.01258124,5.979828876,5.817042224,,3.740197435,3.740197435,3.328043268,3.328043268,3.328043268,,,,,,
557306c7-ecb7-46db-8493-334c55eb970b,8.915047614,7.826081675,5.484215411,8.124440778,3.144321512,7.17167707,1.352623397,5.919246997,6.440601234,7.37024318,,8.915047614,7.826081675,5.484215411,5.484215411,3.144321512,,,,,,
028a831b-1c9b-49f3-8cfe-3a823d733ea3,12.29198384,8.835198052,7.952613455,11.08896843,8.124106747,11.12745546,11.71987993,9.943289211,13.96184809,8.592312375,,12.29198384,8.835198052,7.952613455,7.952613455,7.952613455,,,,,,
f3544dc2-852d-425e-88b1-63ba3efe1690,9.929371914,4.521458768,14.17224499,6.820747187,13.52633033,7.016274452,9.346432262,8.30710451,3.625030717,6.892000758,,9.929371914,4.521458768,4.521458768,4.521458768,4.521458768,,,,,,
dc8196f3-bbd1-42fb-aff3-f3389939ac7c,7.766872579,9.661624187,11.07276122,9.977367716,10.83269024,7.689269185,11.21765862,11.20988144,9.157089616,10.47114639,,7.766872579,7.766872579,7.766872579,7.766872579,7.766872579,,,,,,
a1827bcd-f38e-4e3b-a19d-c1478182971b,8.368413799,6.354800641,7.077248844,7.620107078,8.57295807,8.137692748,4.269077738,8.962809351,10.31364853,12.07343373,,8.368413799,6.354800641,6.354800641,6.354800641,6.354800641,,,,,,
e3ba29a3-e736-472a-8f38-045d78ae6144,8.094425007,10.82575432,7.197240942,8.710829006,7.346872045,11.32870784,9.719412668,8.726862043,13.64151726,9.226656519,,8.094425007,8.094425007,7.197240942,7.197240942,7.197240942,,,,,,
8bad0dd4-683e-45f2-86eb-e77020c0eab9,9.892244533,8.460326357,16.28411175,11.52500187,11.00994531,6.835265859,11.10508615,5.224906444,10.5460333,10.67354566,,9.892244533,8.460326357,8.460326357,8.460326357,8.460326357,,,,,,
d30f2b23-7ad4-447a-9bf2-be37bf4896b8,17.36901808,17.66685045,22.55899807,13.32859122,16.6613049,8.912833246,25.73288983,17.05404852,19.66559096,15.46381345,,17.36901808,17.36901808,17.36901808,13.32859122,13.32859122,,,,,,
a7043344-89e9-4177-b9c7-3be40db56632,8.239430494,16.21404719,13.92524256,14.01311716,13.36884005,18.72937476,4.608109837,8.546171307,12.38660323,9.474060123,,8.239430494,8.239430494,8.239430494,8.239430494,8.239430494,,,,,,
484173a9-9f60-4ac1-924c-d0cbc2f8a43f,9.833342011,6.957356085,10.44789823,11.06751723,4.611338248,15.21671088,18.21014621,11.60292289,8.94700702,6.71994037,,9.833342011,6.957356085,6.957356085,6.957356085,4.611338248,,,,,,
88e4ef87-11d3-401d-9dd6-9de35de7d709,12.93409341,9.169362928,9.539641201,9.594484158,14.15309063,15.40922128,14.06897951,5.407173677,12.43285992,15.36666513,,12.93409341,9.169362928,9.169362928,9.169362928,9.169362928,,,,,,
6aee7bea-e64b-44c9-84dc-951011d28727,3.12247044,6.869229256,7.505175589,8.290421871,9.81496995,3.537479205,6.93590409,7.701348673,12.25705838,7.063097373,,3.12247044,3.12247044,3.12247044,3.12247044,3.12247044,,,,,,
df7b575e-dfe8-4c85-9368-eef4ad3a79b2,4.748848158,11.62223563,5.766736407,3.636489025,7.462173074,6.92877314,8.477176392,16.79751552,7.393805403,8.226967788,,4.748848158,4.748848158,4.748848158,3.636489025,3.636489025,,,,,,
4eb25f58-eb1b-41b6-ac9f-3bcf19eaa4b6,5.709105568,5.429036539,5.248983984,10.32899457,4.37686443,7.623111937,5.373633013,2.478134687,9.886053235,3.218552434,,5.709105568,5.429036539,5.248983984,5.248983984,4.37686443,,,,,,
db6247c5-604c-4a43-b1f2-26da7c8e49aa,9.159086598,1.566771037,8.021530878,9.833222198,5.729225102,2.743605236,3.647270133,5.612589249,14.32443716,7.427535406,,9.159086598,1.566771037,1.566771037,1.566771037,1.566771037,,,,,,
bcd848b2-12a1-49e6-b4ce-7cc2595e399c,8.516493202,10.27658187,10.30278159,15.44297187,11.01399897,13.50345242,10.72514744,3.325564356,9.912347449,8.194055845,,8.516493202,8.516493202,8.516493202,8.516493202,8.516493202,,,,,,
b0bed644-ad31-470b-ad82-4281550f2e82,9.803878592,9.736626948,13.8534696,5.41770675,11.15804526,9.582202621,9.07905741,9.309633761,16.9750474,5.981741201,,9.803878592,9.736626948,9.736626948,5.41770675,5.41770675,,,,,,
7cd1fa77-615f-4a2e-bf10-a71a6c300369,11.72265338,9.671129569,7.974679105,9.889834048,12.72959533,6.915698584,15.79907934,9.881059204,8.906943892,7.486350241,,11.72265338,9.671129569,7.974679105,7.974679105,7.974679105,,,,,,
