,,,,,,,1,2,3,4,5
aa3c4db7-3d58-4997-8738-c0b97bbfaf22,6.46465159,2.604953457,2.604953457,11.96270862,3.675587463,,6.46465159,2.604953457,2.604953457,2.604953457,2.604953457
88dd4d2f-89cd-4d22-a53d-544ae3511d1a,7.447276507,3.302312441,88.53182114,18.39709733,3.354330668,,7.447276507,3.302312441,3.302312441,3.302312441,3.302312441
d75523cb-021f-4bec-8c41-3526c95e04c3,16.7136575,8.306258072,48.02048519,87.4521488,42.80663503,,16.7136575,8.306258072,8.306258072,8.306258072,8.306258072
d6d47e2a-dc95-4567-bd90-740819fac5c9,34.93130212,42.40830285,31.14344878,31.27495648,85.82079488,,34.93130212,34.93130212,31.14344878,31.14344878,31.14344878
752e70d3-fee3-4220-9227-b94d25dc8dcb,33.24281449,34.64605417,36.4088757,30.69042983,36.24638826,,33.24281449,33.24281449,33.24281449,30.69042983,30.69042983
a36eb5e5-5a19-47fc-99ee-29bf3f7992ce,19.56686071,8.435492036,7.773853622,22.42780644,22.27481224,,19.56686071,8.435492036,7.773853622,7.773853622,7.773853622
6d67f8ab-b68e-4e16-96b5-bbfdff98a01d,10.82097642,11.64068078,17.66880343,7.905259179,10.34415895,,10.82097642,10.82097642,10.82097642,7.905259179,7.905259179
34e9a234-4429-45a8-bbfc-3322197c5fc1,8.519042472,12.7795826,13.60976914,5.567902844,9.00690611,,8.519042472,8.519042472,8.519042472,5.567902844,5.567902844
e3eeb62b-f547-4361-a1fb-d5e98f4e7755,8.799755446,13.27208394,13.27208394,44.33465016,50.17653871,,8.799755446,8.799755446,8.799755446,8.799755446,8.799755446
a4ed69cc-d070-4035-bfc1-826114acbfcf,3.329746062,10.67713364,7.447337378,7.447337378,42.22847079,,3.329746062,3.329746062,3.329746062,3.329746062,3.329746062
898d6f7c-83f6-41f6-a198-27b0322e8ee6,6.943564374,16.47192054,10.6558457,13.84758677,20.44105814,,6.943564374,6.943564374,6.943564374,6.943564374,6.943564374
f4c7474a-c6a8-430e-9624-79c83353258e,14.28428061,15.96550661,54.12313858,84.3897333,36.06935352,,14.28428061,14.28428061,14.28428061,14.28428061,14.28428061
b8ac5798-4d8f-4482-a77a-f20dc855a48f,8.506703204,28.74263361,10.56849352,9.074499318,31.60583309,,8.506703204,8.506703204,8.506703204,8.506703204,8.506703204
081b9626-d4b9-4cc4-a99e-ca762aab423a,23.21388876,25.59497416,41.63226934,87.44666976,37.80051284,,23.21388876,23.21388876,23.21388876,23.21388876,23.21388876
3109f4e2-1f39-469e-b84a-8c9da6f8f0bb,19.08511709,41.97682994,34.77946294,97.99205341,98.59157913,,19.08511709,19.08511709,19.08511709,19.08511709,19.08511709
a838c745-b3f1-44d1-966e-0207654bda72,1.789582208,1.774016634,16.81160919,14.53778566,17.18481942,,1.789582208,1.774016634,1.774016634,1.774016634,1.774016634
68f09507-0b7e-4ffd-b92a-9d85fc0341e6,2.536166317,3.538937282,3.538937282,14.3366875,13.54998716,,2.536166317,2.536166317,2.536166317,2.536166317,2.536166317
fa2f3b11-1322-4e02-832c-a4b94741210f,70.035111,38.78587118,53.72505697,5.309592032,11.1288799,,70.035111,38.78587118,38.78587118,5.309592032,5.309592032
d62bec3a-267c-47ad-acdd-de028d6de2a0,48.48758682,48.48758682,27.34210399,27.3255143,31.40349985,,48.48758682,48.48758682,27.34210399,27.3255143,27.3255143
78ba4c44-18b3-4f11-8b6e-8bee05a852b5,13.0179633,13.26656344,6.126921529,8.126602019,39.71798247,,13.0179633,13.0179633,6.126921529,6.126921529,6.126921529
6a4102b7-93e8-49cc-b3c7-e97ec7ace007,7.263590767,3.133934339,48.32477254,11.52839565,18.51404422,,7.263590767,3.133934339,3.133934339,3.133934339,3.133934339
6f276781-6151-4dfd-a1a7-efb88f68862e,5.975930815,7.454227284,15.7849755,15.7849755,99.67182168,,5.975930815,5.975930815,5.975930815,5.975930815,5.975930815
c9862cd9-d9ab-4d4c-b6bd-21d3d9b83132,5.845218601,5.845218601,11.97871538,11.97871538,5.914686734,,5.845218601,5.845218601,5.845218601,5.845218601,5.845218601
bc796080-8761-4010-a428-55c26c664dbf,9.622608017,9.622608017,26.4923814,36.29932769,13.43771392,,9.622608017,9.622608017,9.622608017,9.622608017,9.622608017
66e98234-afe9-4411-a405-f2d342ffe08a,5.228765069,4.426697754,13.32181347,21.61175362,9.098734147,,5.228765069,4.426697754,4.426697754,4.426697754,4.426697754
7a008d77-efe7-4be8-b30b-6ad5b3f8c022,16.1696981,10.68194145,6.898588474,9.355130649,60.46920007,,16.1696981,10.68194145,6.898588474,6.898588474,6.898588474
65d2f8ca-1a30-4684-bdbe-d890663c7df0,14.02865636,14.02865636,10.80488152,13.88811295,9.939567343,,14.02865636,14.02865636,10.80488152,10.80488152,9.939567343
be674a49-c330-4d98-8eb8-70324d7aad4f,10.80484959,3.027375488,55.13340889,23.99487625,6.618518589,,10.80484959,3.027375488,3.027375488,3.027375488,3.027375488
c8fa4de4-2b0a-471b-b504-516f381c23f4,20.8525072,43.3946201,51.37979144,59.94651991,30.63430707,,20.8525072,20.8525072,20.8525072,20.8525072,20.8525072
9d7d190f-9ec0-4f33-9df4-ef3fe5f1e8d0,59.54316793,68.58612557,61.72254959,62.25146365,43.11415001,,59.54316793,59.54316793,59.54316793,59.54316793,43.11415001
9fa0a5e0-42cc-41d9-809b-5dbecfcc77f2,19.90028253,53.12710977,34.70055985,3.611111406,38.46548436,,19.90028253,19.90028253,19.90028253,3.611111406,3.611111406
f2987cc4-c415-4302-bd79-42114ab921b6,20.15820763,21.83155891,4.942594585,19.86058804,28.03785256,,20.15820763,20.15820763,4.942594585,4.942594585,4.942594585
4ac5b620-43af-4888-a689-83fda8700570,35.37893142,49.21644671,9.869804361,43.78540366,51.84270721,,35.37893142,35.37893142,9.869804361,9.869804361,9.869804361
2fd7df75-fd9a-4aec-904e-486be9d49915,21.69927926,40.55564903,57.65267759,15.25350812,36.84116353,,21.69927926,21.69927926,21.69927926,15.25350812,15.25350812
3b81af9f-a002-4e7a-8a32-c6d5dac9f9d9,44.89487207,61.33750378,13.25426076,91.97666032,46.57485943,,44.89487207,44.89487207,13.25426076,13.25426076,13.25426076
0de498b8-9be7-49b1-ab23-e43d5b78a823,9.79531857,13.43666422,19.44461412,53.74015717,12.45221934,,9.79531857,9.79531857,9.79531857,9.79531857,9.79531857
1392c7ce-e6bb-49c6-8d25-8cd550afe88e,17.35928594,33.64919996,15.40928236,19.54197501,7.171528807,,17.35928594,17.35928594,15.40928236,15.40928236,7.171528807
045a37ee-5a27-40f8-a35d-b3beb1f4fbca,103.1035607,47.68012619,10.35443086,47.07118952,13.06188818,,103.1035607,47.68012619,10.35443086,10.35443086,10.35443086
9c92fc4a-4ec8-4595-9f1f-a264a5aa2d78,105.1590758,105.593947,105.593947,106.1562323,105.6920331,,105.1590758,105.1590758,105.1590758,105.1590758,105.1590758
6e7a2d6d-9995-4cd5-b54d-601c6ac7d22c,4.656300972,4.656300972,12.47489422,5.590608965,8.867430937,,4.656300972,4.656300972,4.656300972,4.656300972,4.656300972
41f49673-de43-4f9a-bc08-4174439a9507,12.41304545,6.807821574,99.80928019,10.20206374,26.21350318,,12.41304545,6.807821574,6.807821574,6.807821574,6.807821574
d896ca91-b841-4b64-b6f3-7ee2aa257d07,5.628547232,6.62323536,8.85843341,6.322132862,3.412817453,,5.628547232,5.628547232,5.628547232,5.628547232,3.412817453
9c8b78c0-89fe-4613-9e3b-410faa17a6f5,4.585672412,29.78559826,55.56740379,48.6511131,2.506272206,,4.585672412,4.585672412,4.585672412,4.585672412,2.506272206
3c32213e-d31e-43d8-a60d-d6cd4edefb58,3.002934645,4.901365547,3.68262628,17.47184747,20.65440471,,3.002934645,3.002934645,3.002934645,3.002934645,3.002934645
462750be-678f-4770-8603-d31c9919900f,9.818226054,3.574706056,8.724014821,19.97923764,11.30486484,,9.818226054,3.574706056,3.574706056,3.574706056,3.574706056
ec27adae-144c-49ea-a5a3-d22dac37fad8,15.07745886,16.0080076,20.9888712,95.31424245,12.68420848,,15.07745886,15.07745886,15.07745886,15.07745886,12.68420848
13d63783-c128-4669-8f8e-7ace5e8d0f75,14.00837911,10.39375681,8.846629672,38.31532981,14.169328,,14.00837911,10.39375681,8.846629672,8.846629672,8.846629672
c33ab209-4110-438e-b83a-143dc4837ffa,9.990638565,28.69556177,10.26523392,27.30686636,22.31032785,,9.990638565,9.990638565,9.990638565,9.990638565,9.990638565
62bfaaa1-cb18-485b-a21e-b4a6ce91fe6a,8.236052897,7.301744341,7.480104616,15.52155992,72.43353947,,8.236052897,7.301744341,7.301744341,7.301744341,7.301744341
15a5771f-3ed7-4f3e-adc0-099a5b2e9209,14.42792017,14.19205107,10.86650382,13.90725686,7.752326247,,14.42792017,14.19205107,10.86650382,10.86650382,7.752326247
879702a3-2ebc-48c6-bdfb-c2b6e91e39b4,12.72685629,9.751510149,16.08346569,6.491809475,10.89190813,,12.72685629,9.751510149,9.751510149,6.491809475,6.491809475
3f8d4bbf-9ad2-43ea-acac-6df46ea8137e,7.664710124,23.87457867,5.308987583,9.715697694,15.73728731,,7.664710124,7.664710124,5.308987583,5.308987583,5.308987583
fc59bf5e-7473-4be5-897b-6bc9d2ea1348,6.238731,6.070391663,22.15690084,13.8992595,21.53669192,,6.238731,6.070391663,6.070391663,6.070391663,6.070391663
7b678282-4326-403e-aa46-ed3bb95f5796,64.46137494,57.18764947,66.47375277,9.607273374,9.607273374,,64.46137494,57.18764947,57.18764947,9.607273374,9.607273374
48180ee4-b123-4922-b913-b21becb547fa,5.426904609,14.75279255,91.8326965,4.680065015,4.680065015,,5.426904609,5.426904609,5.426904609,4.680065015,4.680065015
d9d7c858-a1ce-4cb0-8bd1-a87b69c2219f,9.214856858,9.954266964,7.420651821,7.420651821,21.77930125,,9.214856858,9.214856858,7.420651821,7.420651821,7.420651821
3cdd206c-543e-4987-a36c-13e820e1bdd7,14.53969807,14.32700535,11.08219435,14.04707835,7.661319461,,14.53969807,14.32700535,11.08219435,11.08219435,7.661319461
57896f75-5ab0-409b-91f8-b2a135eccc5d,9.900792456,28.77699832,27.36009911,22.36549872,10.29144611,,9.900792456,9.900792456,9.900792456,9.900792456,9.900792456
e0eda315-8ac2-4ab0-8153-cc1e2f3a20cb,8.261228716,7.5314251,7.213869864,15.38610103,72.27586368,,8.261228716,7.5314251,7.213869864,7.213869864,7.213869864
357cb921-b926-4385-9a84-484316e403f8,24.42139301,11.48266088,14.42656569,5.864132429,36.07486679,,24.42139301,11.48266088,11.48266088,5.864132429,5.864132429
f80bd3e6-c125-4d59-978c-42e83bbd8e6e,11.34036736,14.56974214,10.18945809,14.33679626,34.1554381,,11.34036736,11.34036736,10.18945809,10.18945809,10.18945809
2406b62a-0cd3-4f0b-9cf3-9517a04e99f6,15.53242855,29.01955934,33.88473206,112.1544922,33.77238794,,15.53242855,15.53242855,15.53242855,15.53242855,15.53242855
9c184cec-8fad-45f3-9931-c00c6d06e06a,1.331323162,14.14878935,14.93539844,8.743095454,69.4483851,,1.331323162,1.331323162,1.331323162,1.331323162,1.331323162
1474d9c7-9194-4b25-b116-b3a4dbabb4e8,1.024222189,6.231388889,7.008012251,10.82086214,14.36595146,,1.024222189,1.024222189,1.024222189,1.024222189,1.024222189
dc883126-b629-410b-9da4-a37aee94b2c7,1.639701433,8.96572082,0.958608223,76.63832713,46.85192347,,1.639701433,1.639701433,0.958608223,0.958608223,0.958608223
690b312c-ab8a-44f3-8f91-f2d540c80f81,12.89326071,10.983971,16.83672817,6.864275301,7.573438068,,12.89326071,10.983971,10.983971,6.864275301,6.864275301
f60a5285-d793-4bca-b7ce-f66b06abbeaa,12.32714491,13.61792275,5.609005422,10.90461693,49.85878127,,12.32714491,12.32714491,5.609005422,5.609005422,5.609005422
5afd195e-fea4-4f30-99f7-257568003f4e,15.46704194,6.096597617,10.36834869,21.86764698,61.40342875,,15.46704194,6.096597617,6.096597617,6.096597617,6.096597617
1a696263-799f-4a88-bae0-43acf5089e00,14.54336626,14.29565312,7.595276339,7.693147665,14.0147238,,14.54336626,14.29565312,7.595276339,7.595276339,7.595276339
f70090f7-f7a1-4807-a5f7-b138b0b4b0eb,36.72164215,43.3917172,32.6835023,55.02386219,8.502754071,,36.72164215,36.72164215,32.6835023,32.6835023,8.502754071
3c86dcaf-9d93-4b7e-bfa7-1facdc77fa85,6.981147638,63.11771158,9.412179576,9.412179576,97.56357745,,6.981147638,6.981147638,6.981147638,6.981147638,6.981147638
9b9c303d-1b7f-4e9d-9c6d-945bb10d9175,7.396332088,7.396332088,8.354971377,12.62135453,12.62135453,,7.396332088,7.396332088,7.396332088,7.396332088,7.396332088
3a42b7c1-925a-4128-8e0f-88a79eba3049,6.108073973,6.108073973,9.978407203,9.978407203,11.39723811,,6.108073973,6.108073973,6.108073973,6.108073973,6.108073973
84b92031-979d-444d-a374-aa95069b43f6,7.31189904,5.455105728,4.854660494,70.33267066,18.18108364,,7.31189904,5.455105728,4.854660494,4.854660494,4.854660494
b75afb05-ee69-4595-a6b2-8934c72739e2,5.193652587,15.40437771,21.7307156,56.31071805,11.56692098,,5.193652587,5.193652587,5.193652587,5.193652587,5.193652587
e49d2349-f70d-4896-be27-105ea778d80f,11.35731674,33.10727506,32.1185884,35.1806609,71.63157148,,11.35731674,11.35731674,11.35731674,11.35731674,11.35731674
ef9c8b1e-d3e4-45eb-9335-5ab4f88de200,33.78592231,32.0077177,35.39252084,35.84739391,32.12493141,,33.78592231,32.0077177,32.0077177,32.0077177,32.0077177
306fa4ef-afd6-4dbd-9a01-e6b8ee5778f0,10.40510862,34.39527209,35.91156297,31.74464686,34.34440448,,10.40510862,10.40510862,10.40510862,10.40510862,10.40510862
0d5388bd-0849-4a19-9cbe-f0a89ad8344e,43.79382072,60.45977585,13.69589138,10.56564453,51.31134446,,43.79382072,43.79382072,13.69589138,10.56564453,10.56564453
f9c98b26-4831-469a-83bd-44338415fadb,15.01281525,15.13309807,26.7102969,11.66273367,23.12911816,,15.01281525,15.01281525,15.01281525,11.66273367,11.66273367
7fb569e0-a27c-47d1-a829-a9c61712e3cb,36.0988825,23.18994298,19.62654145,56.37065669,41.52081733,,36.0988825,23.18994298,19.62654145,19.62654145,19.62654145
b6b686af-18cc-4564-9a11-bfde2d6782da,18.35289005,19.74953671,21.35431202,13.84732213,9.152219602,,18.35289005,18.35289005,18.35289005,13.84732213,9.152219602
69b27120-f44a-42e6-a2cd-a5edaa2b0c66,9.104926875,30.91355974,63.55559837,5.573403678,13.2679087,,9.104926875,9.104926875,9.104926875,5.573403678,5.573403678
9ad70139-2d8b-4951-ba4a-9e1bb4e744c4,86.59872972,23.19432309,23.19432309,85.93982227,85.98092595,,86.59872972,23.19432309,23.19432309,23.19432309,23.19432309
538aec54-b729-4bed-923f-a78d2ae195fc,7.858260345,22.86653563,71.29053387,40.5907561,90.38825109,,7.858260345,7.858260345,7.858260345,7.858260345,7.858260345
1f31af0e-ad92-482c-a308-2fbb23b0fe09,21.38489592,15.64278022,17.79984978,2.569306868,18.47205773,,21.38489592,15.64278022,15.64278022,2.569306868,2.569306868
3a779e90-0d72-4426-a801-21c9dd386752,4.914371174,9.410784461,9.410784461,13.07228609,49.21466011,,4.914371174,4.914371174,4.914371174,4.914371174,4.914371174
843f16a3-7f20-44ad-b488-f372fd8121eb,36.55447663,14.44493994,71.1898398,33.89994805,14.88211663,,36.55447663,14.44493994,14.44493994,14.44493994,14.44493994
e5d119ce-8065-4f4e-b7f4-62ec95edc265,2.01962028,14.80198586,8.153903741,8.153903741,9.594213594,,2.01962028,2.01962028,2.01962028,2.01962028,2.01962028
39144858-3e59-4e5c-a9b1-3a848c86c762,6.629509726,9.221086559,9.221086559,63.08654084,21.86748536,,6.629509726,6.629509726,6.629509726,6.629509726,6.629509726
819a60cd-bbd9-4610-bcfc-417b8fa4421b,22.11372425,23.34106343,50.70912569,23.17424928,39.6418251,,22.11372425,22.11372425,22.11372425,22.11372425,22.11372425
a86adae5-4f5c-4586-8a9f-29081cd6c62c,3.5091753,49.09469957,57.94053928,49.67701201,48.15657217,,3.5091753,3.5091753,3.5091753,3.5091753,3.5091753
1eab4801-5bca-4a26-9587-d70b1e84851b,45.00645605,38.51421923,10.67274666,42.22996283,44.8565194,,45.00645605,38.51421923,10.67274666,10.67274666,10.67274666
2a1f23d5-e389-4ca6-b0a8-35f5abc71991,35.27630937,21.47811294,7.769356719,49.68479127,49.68479127,,35.27630937,21.47811294,7.769356719,7.769356719,7.769356719
c1b288a7-cf12-47ba-815a-aae8115617f9,11.05791155,17.08645184,13.3094008,17.75551888,17.75551888,,11.05791155,11.05791155,11.05791155,11.05791155,11.05791155
d228caa5-96a7-4c16-a120-ac62101de9df,92.07071203,69.02196591,101.8273814,9.081378049,49.48606956,,92.07071203,69.02196591,69.02196591,9.081378049,9.081378049
03d4b30c-d98f-4f38-b390-51f505294173,4.875938902,68.84385773,16.0546456,6.092913518,11.15155211,,4.875938902,4.875938902,4.875938902,4.875938902,4.875938902
22b83059-fb84-4b7a-9276-56d731a39e7c,58.59936144,29.16992269,5.329777395,46.54329032,13.60036953,,58.59936144,29.16992269,5.329777395,5.329777395,5.329777395
