,,,,,,,,,,,,1,2,3,4,5
fd97b173-0e3c-412f-bb71-0642062baa27,58.84235937,77.45543462,19.26143744,70.85967065,28.65906463,78.84035763,72.42166404,22.74230182,39.64192029,65.46687245,,58.84235937,58.84235937,19.26143744,19.26143744,19.26143744
a9a60ba6-5f0d-40e0-8ded-d0708831214c,2.308999024,3.227205813,4.711391966,11.99615625,7.166682732,12.27584484,7.376517626,14.21076646,8.801287208,9.050781983,,2.308999024,2.308999024,2.308999024,2.308999024,2.308999024
773ed588-6717-4eb3-84c9-87910ca3c815,41.91511268,48.77990727,69.38989052,17.86191483,13.53533199,51.66635916,46.5412721,34.62275945,61.44960055,22.97299332,,41.91511268,41.91511268,41.91511268,17.86191483,13.53533199
65cbe58e-e3b1-46a3-9615-84878b4b0e08,55.31234194,46.25241402,20.37735283,38.0984879,61.72490378,53.5601047,59.76791609,14.53449784,14.13995015,16.07626678,,55.31234194,46.25241402,20.37735283,20.37735283,20.37735283
a6d694d0-9315-450f-be96-2b4ddcbd9544,4.54513534,12.4975449,10.61814384,13.97427356,8.391349048,5.403894694,6.959240299,12.19123535,68.65374892,22.4982862,,4.54513534,4.54513534,4.54513534,4.54513534,4.54513534
cea9e09c-445e-4947-b9b5-074dcb524acb,28.15453131,16.88593222,16.03218664,33.91567008,45.24683807,13.76407951,16.8568745,11.21029029,49.96195999,27.86873252,,28.15453131,16.88593222,16.03218664,16.03218664,16.03218664
cc41d4ea-2c97-46b9-980f-39c29f7a1242,29.25498133,25.00965454,35.94046853,19.26758276,18.70045139,12.20254658,11.49711995,68.47435882,48.16460492,43.15871936,,29.25498133,25.00965454,25.00965454,19.26758276,18.70045139
0769dc05-4778-46fb-8613-904152c55947,18.40032301,38.75289823,44.37521062,10.12702529,4.262509158,7.406463897,24.11118603,2.333280362,24.91554497,16.8071019,,18.40032301,18.40032301,18.40032301,10.12702529,4.262509158
78f1444c-e203-41fd-a7ed-0dbcb3e8786e,24.59590499,9.786980438,42.12693901,27.52387236,29.63395092,39.5548784,39.5548784,27.15459468,26.60253233,25.10237671,,24.59590499,9.786980438,9.786980438,9.786980438,9.786980438
29e6eb96-aa73-4503-b66c-21e0e43d5ed1,22.38012313,17.38312774,57.0076762,10.0962108,18.72652659,11.88460079,6.493275439,29.70573705,8.711615933,12.23551734,,22.38012313,17.38312774,17.38312774,10.0962108,10.0962108
9e47a17d-6e74-49de-8b1d-49de3cabd696,1.91089245,7.563674659,3.01874292,25.30584795,4.385970332,27.03162303,21.53057071,47.9914558,3.190594959,12.48207928,,1.91089245,1.91089245,1.91089245,1.91089245,1.91089245
83df0a77-3521-4e61-a478-9b31baafe4f6,51.75871214,19.17501102,24.15110939,11.80598913,4.236223826,10.4343056,2.858924192,34.48550142,9.558635447,3.700429687,,51.75871214,19.17501102,19.17501102,11.80598913,4.236223826
dcc72a26-3b61-43bc-9935-c469f03971b6,17.46261458,26.24752423,32.19700983,19.23076742,68.27086992,38.06410659,25.23453447,26.89644497,62.68707121,17.00710065,,17.46261458,17.46261458,17.46261458,17.46261458,17.46261458
870fc113-a1d5-47b0-a570-2a08997b09c6,11.93989562,20.27276302,9.956200511,27.29339783,9.575004486,11.15300454,34.10290723,13.3645825,4.62861311,18.9840542,,11.93989562,11.93989562,9.956200511,9.956200511,9.575004486
089d24f5-32bd-4e8a-a5e8-da295c850e9f,25.44316528,20.28359584,39.82010331,27.25057074,20.71305387,4.403136013,25.9579257,22.35411205,22.8724331,56.18457974,,25.44316528,20.28359584,20.28359584,20.28359584,20.28359584
268c9807-1599-4691-94fb-ae48685ac20f,10.59955841,25.58377801,6.489314785,18.25543757,25.75535716,25.75535716,26.62523935,89.27642913,14.82315596,82.27349729,,10.59955841,10.59955841,6.489314785,6.489314785,6.489314785
55fa7e21-2e8f-4d86-a053-e963a1855068,21.37485185,21.69107002,21.69107002,85.74307838,43.89107919,25.49318825,9.527282248,65.20829822,93.01355595,24.09977852,,21.37485185,21.37485185,21.37485185,21.37485185,21.37485185
fda9d4d9-fa2d-4d0c-ace9-7f1d79890a3b,30.7061285,22.67221337,35.90483996,27.69198513,20.13147262,17.89228398,23.11789524,30.02230734,16.95769953,16.95769953,,30.7061285,22.67221337,22.67221337,22.67221337,20.13147262
a494e865-71f8-4a27-a190-1af0ac5fe2e1,10.92444004,8.069457108,56.69004184,28.61332106,13.23775167,7.043683802,57.32157303,20.19937168,19.52978089,83.70451529,,10.92444004,8.069457108,8.069457108,8.069457108,8.069457108
072abc65-94f5-4176-8297-6f0243ae3b06,21.04147118,19.99083515,23.07852658,22.77949341,76.25799329,19.99449903,86.57309993,46.82611055,18.6531008,20.43589878,,21.04147118,19.99083515,19.99083515,19.99083515,19.99083515
8c92f6b8-26c9-4b99-8f50-e0f744d10a47,37.81194253,20.83644589,20.12398542,19.11520515,16.93408558,17.1251227,27.94670222,17.88715423,17.88715423,91.18875721,,37.81194253,20.83644589,20.12398542,19.11520515,16.93408558
5e059275-82ad-43e7-8e16-ab41201ebfe0,17.32375253,14.32620631,17.39332761,18.81404391,18.46454925,26.21822116,18.18767627,18.18767627,80.48208148,5.350109883,,17.32375253,14.32620631,14.32620631,14.32620631,14.32620631
e6e19917-9361-492f-8092-dd127ac1e027,11.79978341,9.066619191,11.80582995,9.549281587,24.22738379,30.10794486,21.66223358,24.88036691,16.37999243,13.12800259,,11.79978341,9.066619191,9.066619191,9.066619191,9.066619191
2e5d4949-2466-4866-a04b-65a0af9875ad,30.50742339,21.62733909,22.06953536,22.00296014,22.77725981,22.46428517,23.76139333,18.1589849,16.00485779,20.11082231,,30.50742339,21.62733909,21.62733909,21.62733909,21.62733909
52d5a4fc-401a-49d5-bff7-2f4efc79d329,8.277885577,4.805865818,4.805865818,9.192594954,3.558376001,6.606955651,10.58472235,3.919548213,76.21287053,84.3751248,,8.277885577,4.805865818,4.805865818,4.805865818,3.558376001
67267e16-242e-4523-b0a1-52b6e4dd438a,10.33052013,3.047397739,3.664662081,46.90910186,17.71555647,5.800167793,12.12900866,9.962481354,4.512561113,98.91474444,,10.33052013,3.047397739,3.047397739,3.047397739,3.047397739
8ce01813-7a72-4119-b942-957b1e5b781d,4.255394097,16.65375828,6.285080418,4.05190486,21.95394563,93.80660537,93.80660537,90.35696487,97.56595139,97.56595139,,4.255394097,4.255394097,4.255394097,4.05190486,4.05190486
28a471eb-a4e7-4a9d-ba4f-34bfc4043bf6,3.141257838,8.816431648,3.028475895,10.05251419,15.46960436,4.956028902,11.09949264,7.504708056,29.03690387,98.62685966,,3.141257838,3.141257838,3.028475895,3.028475895,3.028475895
e99a6a24-188c-4fac-b12c-e515da8ddb69,10.12642754,6.380659819,75.10688082,75.34797266,11.72351187,11.72351187,7.963759111,39.88685465,58.67526021,4.925422947,,10.12642754,6.380659819,6.380659819,6.380659819,6.380659819
44935437-33c3-4a42-8301-d2fddab2a3ad,25.77508824,38.8964277,26.08795997,47.08297968,54.22900944,28.97233084,26.80768701,32.68899699,33.22454694,46.46148792,,25.77508824,25.77508824,25.77508824,25.77508824,25.77508824
2b743ba6-1737-4463-8b1f-c9f23b5ebeb2,1.947444784,4.838621911,5.115102364,2.361757687,6.598764607,5.1845031,9.117202907,76.66085349,5.13410946,14.03234003,,1.947444784,1.947444784,1.947444784,1.947444784,1.947444784
059e18a3-5add-4aa8-a21d-c3f4f173face,39.90216135,29.26176096,34.1735226,76.08838163,25.86906592,25.86906592,30.95305434,34.55196595,26.40192009,33.69797028,,39.90216135,29.26176096,29.26176096,29.26176096,25.86906592
0ece681d-5494-495c-85ca-660d82994dc8,7.158189335,24.96834468,67.8734604,81.69020929,88.85268207,18.31152817,18.31152817,77.93422638,44.98154037,40.98184108,,7.158189335,7.158189335,7.158189335,7.158189335,7.158189335
c173e2f7-9c98-4243-b96b-47b582847327,43.03811772,41.91085935,35.13941656,35.13941656,35.20749588,90.97343303,34.44082827,94.05618546,94.05618546,62.51124072,,43.03811772,41.91085935,35.13941656,35.13941656,35.13941656
bf50b107-8022-4464-ac6b-dbf6e9b8f840,11.75140021,11.75140021,54.40742382,59.14221112,60.52884522,63.63125556,61.26682013,65.91715899,58.43458741,12.87832628,,11.75140021,11.75140021,11.75140021,11.75140021,11.75140021
06c60e18-e181-4cc4-828e-7b19c42891eb,18.21843859,13.06299781,16.71465494,13.87924528,4.78189139,42.55856108,20.93160552,93.81113576,23.30541917,43.72051601,,18.21843859,13.06299781,13.06299781,13.06299781,4.78189139
a1c803d1-b352-44c3-b192-03868fc39da7,88.55121785,67.49760753,10.80743308,9.984094962,90.06440896,90.06440896,90.02527864,93.86008397,96.35842147,91.19834074,,88.55121785,67.49760753,10.80743308,9.984094962,9.984094962
2dca289b-c4a0-4f87-a1eb-8f59927d56e7,37.91577893,62.26120641,21.46168249,17.1752968,20.25361921,6.651837291,10.11363698,40.29796333,68.29561144,68.29561144,,37.91577893,37.91577893,21.46168249,17.1752968,17.1752968
3d54de8a-2e0a-41d9-8bfc-1c7995edda6b,2.511221022,8.969803508,10.40673197,19.28480955,42.18447861,29.35011096,18.83936396,34.38067749,35.03596092,20.04032077,,2.511221022,2.511221022,2.511221022,2.511221022,2.511221022
78097f96-5751-4a5f-82d9-28f0906de5e4,4.477338279,4.346774577,28.33042943,7.984190068,24.16705381,24.16705381,26.9975128,21.67791786,8.143648372,70.53654602,,4.477338279,4.346774577,4.346774577,4.346774577,4.346774577
23ba2673-c22f-4566-90b4-2170b0b8792b,2.216771097,13.24690794,15.42484732,15.42484732,22.14773002,22.14773002,22.50624784,5.342279171,4.831834546,21.40320122,,2.216771097,2.216771097,2.216771097,2.216771097,2.216771097
b20d6dc8-cf24-4547-bbce-27e0fdfc361d,9.114689521,32.53533888,35.4312701,3.476723806,35.62289371,33.46980211,8.75591621,30.55685486,33.02696028,33.02696028,,9.114689521,9.114689521,9.114689521,3.476723806,3.476723806
11b56706-2208-4d1f-b69a-544143e66a77,12.21815661,12.21815661,5.116109455,4.046216156,7.298254134,4.440450826,4.440450826,13.51912596,7.533222596,89.451485,,12.21815661,12.21815661,5.116109455,4.046216156,4.046216156
15c924b1-8e3b-42a1-9560-3d09ccecbcad,7.027083882,7.027083882,3.692011284,7.541830544,4.73708921,4.73708921,6.764251194,70.27529051,67.20499275,63.40371722,,7.027083882,7.027083882,3.692011284,3.692011284,3.692011284
09837e10-8dcf-4174-a437-7f81f30100df,21.83468293,21.83468293,3.428797843,20.97777387,7.75372745,80.9440583,65.43955084,28.47536967,80.06291198,59.96556973,,21.83468293,21.83468293,3.428797843,3.428797843,3.428797843
99c253af-d33f-44b6-9395-2b1b9659e56a,3.486749098,98.45368886,99.57128998,6.946033081,6.946033081,98.92110736,96.30453451,20.3017382,97.65317164,98.41945819,,3.486749098,3.486749098,3.486749098,3.486749098,3.486749098
c617fae3-9ab6-4b80-bfc6-7a235e548f0f,4.322354413,42.34774284,3.976859161,7.796403263,64.21364431,95.80953332,4.464592266,100.8376078,106.1653016,100.3723396,,4.322354413,4.322354413,3.976859161,3.976859161,3.976859161
eb8586a1-e12a-4ccb-be28-ab2fdf69a65a,2.925922786,7.859930254,9.303505036,2.89379334,12.56189984,56.83317709,55.43066106,92.79617169,17.31303877,24.6178258,,2.925922786,2.925922786,2.925922786,2.89379334,2.89379334
93ed36ca-60a4-4235-8528-6a11c9b8d06b,12.7044226,38.41753077,38.41753077,38.83213417,38.83213417,9.338443213,66.78650477,6.28748958,6.28748958,44.21863485,,12.7044226,12.7044226,12.7044226,12.7044226,12.7044226
18cebcde-1602-4b84-923d-0439f8cfa448,3.586291464,6.998573205,7.922873107,13.75291326,3.188799885,84.74641375,83.51694453,84.98172651,84.98172651,82.30005458,,3.586291464,3.586291464,3.586291464,3.586291464,3.188799885
e70db1f5-53ec-4f51-a0ab-dafd35573ad4,4.635142115,74.30796204,38.54017965,14.89576358,75.96075713,5.644538813,46.82235741,25.89297619,76.30560906,34.21342469,,4.635142115,4.635142115,4.635142115,4.635142115,4.635142115
9a27c9d2-d9e4-4867-b045-1472b0862445,43.21966057,43.21966057,18.10662035,41.96885338,35.07597421,35.07597421,11.23769723,40.32629949,40.03306116,51.45602611,,43.21966057,43.21966057,18.10662035,18.10662035,18.10662035
b89ab924-7142-4e18-b22f-6d4d4330e752,14.65768468,33.42172675,97.13861129,97.13861129,47.48662625,52.88749771,41.09604994,14.87084333,14.87084333,74.94449286,,14.65768468,14.65768468,14.65768468,14.65768468,14.65768468
2e6778af-0451-4edc-9862-8439ad9fa523,11.22422667,55.50646266,56.19499139,47.2919321,45.69988803,12.23610378,36.65595553,10.79399606,33.33793954,64.9076682,,11.22422667,11.22422667,11.22422667,11.22422667,11.22422667
dcf02d8e-397e-4600-9a38-d9a4d995b54a,14.77527853,62.00768166,26.22537549,17.59420445,24.93360972,40.26675112,33.51095791,22.08118538,10.54083048,29.29608193,,14.77527853,14.77527853,14.77527853,14.77527853,14.77527853
0d710a3b-53dc-4451-915e-84d8984e30b2,44.5124785,86.67900787,36.72322743,80.64563668,29.13205887,71.210439,18.69380715,89.90225165,83.00626507,72.83591341,,44.5124785,44.5124785,36.72322743,36.72322743,29.13205887
35bbe641-97db-4839-8c74-4764e2227ff1,30.70712254,22.00749182,44.61141433,29.36788453,66.16678732,33.48627963,16.25648783,37.89852809,25.73177648,8.318787729,,30.70712254,22.00749182,22.00749182,22.00749182,22.00749182
0ecad7cb-d9e7-423c-845c-f79656bf3ca7,35.90216832,6.971084001,12.35181246,44.26963603,16.68255871,24.89724058,32.54898744,12.42446968,10.4822602,8.417017074,,35.90216832,6.971084001,6.971084001,6.971084001,6.971084001
fcf658fb-ebcb-4912-aead-a375e3a5753c,4.146891776,8.401777405,19.8180839,30.03743424,14.85961098,5.506847235,5.506847235,23.72407779,5.635079116,18.45265413,,4.146891776,4.146891776,4.146891776,4.146891776,4.146891776
0dcd006c-fc3e-4b38-a6a9-9a179b51968a,33.45992869,11.9591193,40.04528861,25.17995761,12.53114278,5.006826004,19.05881053,18.37726987,24.44050666,10.15731968,,33.45992869,11.9591193,11.9591193,11.9591193,11.9591193
d18d8336-905f-4ce3-8a2d-422e31dd82fa,5.235631887,10.21578696,7.795641117,7.795641117,13.97509595,4.369156647,7.132402546,14.94494333,14.94494333,47.63961165,,5.235631887,5.235631887,5.235631887,5.235631887,5.235631887
f209ded4-9df6-4710-b1d9-fc1a3fb916b5,7.845847906,31.92313368,16.52150872,10.65658763,10.76583526,30.07604477,3.282877024,18.67882795,14.20299487,35.19000706,,7.845847906,7.845847906,7.845847906,7.845847906,7.845847906
173e4142-5fbb-474f-af73-e2bce879a9b8,10.44577361,10.44577361,14.06471349,7.200061518,11.52948484,10.16514371,9.87546882,10.75187627,9.92219249,9.92219249,,10.44577361,10.44577361,10.44577361,7.200061518,7.200061518
b3001322-c2cd-47d3-8be8-954cdbe500ec,13.35619048,13.35619048,7.732235469,17.43918154,11.4585403,15.16424287,15.27974277,15.27974277,13.13424836,13.13424836,,13.35619048,13.35619048,7.732235469,7.732235469,7.732235469
aa832ca6-d035-49ba-90c0-e9dbba1246ab,2.913048769,10.8707042,12.30990306,12.30990306,31.36666915,14.91003367,18.87435908,61.81613166,18.29455987,18.29455987,,2.913048769,2.913048769,2.913048769,2.913048769,2.913048769
235ca499-449a-4065-9188-6b014ab38669,5.929657728,35.54664577,5.670649018,5.670649018,10.11465488,47.52248725,53.99500467,7.243713354,62.3211293,8.907023816,,5.929657728,5.929657728,5.670649018,5.670649018,5.670649018
f454abbc-ffe3-4597-bb47-126068d2865a,7.46690674,2.741839143,4.856689955,9.070172141,68.79327424,10.70616292,10.70616292,14.61119321,47.49586658,32.71304264,,7.46690674,2.741839143,2.741839143,2.741839143,2.741839143
71bd7ae4-c941-4733-b5d3-7e73c419bd75,10.20913881,7.907705009,5.972556237,18.82956237,7.508008146,6.99751588,6.99751588,37.08132893,40.64504785,11.15176163,,10.20913881,7.907705009,5.972556237,5.972556237,5.972556237
8fb6a920-d835-4e04-b10b-628c6ee14ada,9.942570562,4.942961384,45.43021154,11.34884674,5.773849286,5.773849286,49.03476943,6.216877056,6.216877056,13.99125028,,9.942570562,4.942961384,4.942961384,4.942961384,4.942961384
21496c02-8e61-4e73-8481-f2266efe2423,4.634939882,11.60388667,21.18645704,27.09167036,22.62711408,4.401014579,37.50194094,80.1999681,36.33978423,6.452571182,,4.634939882,4.634939882,4.634939882,4.634939882,4.634939882
04e923c1-5212-4f95-addf-cb2c3edce3c5,4.905511548,59.63148494,24.34663971,10.49011064,70.4877981,4.775681281,6.274483849,73.49345227,68.10007331,78.08832459,,4.905511548,4.905511548,4.905511548,4.905511548,4.905511548
95fb7859-ada3-4344-9d58-a6542f660114,4.135989712,4.701378757,38.46323609,14.98584912,40.78455946,36.05481255,41.91800074,19.22251516,8.711319677,34.08986406,,4.135989712,4.135989712,4.135989712,4.135989712,4.135989712
af0a484a-ee95-4a9d-abfd-5b639b2786db,7.131074094,66.38600139,3.102691824,4.870391405,59.95743552,89.21849372,9.065908061,4.842834237,9.592691271,4.094941082,,7.131074094,7.131074094,3.102691824,3.102691824,3.102691824
65cb5f9c-0b09-440e-a5a6-16199a72b7e1,3.743084138,6.470941831,10.32437691,15.54322995,5.232765924,16.27166548,23.81447586,34.29561755,32.41541446,49.77730313,,3.743084138,3.743084138,3.743084138,3.743084138,3.743084138
a86c082b-d355-49bd-a4f0-8fa0e943c626,3.424002151,26.24129068,22.35566312,36.45340422,34.44126402,24.79651171,31.87931049,35.0768112,9.414387031,26.18909159,,3.424002151,3.424002151,3.424002151,3.424002151,3.424002151
8af906f6-00b6-4ef2-b797-20643fcb14d6,8.030814309,16.08694247,15.2954987,22.02946095,14.65195996,22.78106038,17.88108263,19.93466937,25.73440442,61.91673684,,8.030814309,8.030814309,8.030814309,8.030814309,8.030814309
6b0e29ba-8a50-4977-8482-9a122c565445,27.1490457,12.65244073,29.57076173,15.51073273,31.27355462,62.37907969,52.98891553,72.97316722,29.70719582,12.88879897,,27.1490457,12.65244073,12.65244073,12.65244073,12.65244073
69f2836d-3ad6-4923-bc1c-e0c7eb905ff4,18.6387221,17.90482816,21.27414275,11.90722382,21.13861609,80.83696664,11.85767354,18.5493186,10.70695798,16.70655365,,18.6387221,17.90482816,17.90482816,11.90722382,11.90722382
fba1ee2b-d44b-43e4-92eb-2ca8cf4ec934,5.031073385,29.63308011,5.599588434,32.0747259,37.44014938,32.17836223,36.30680179,4.767753252,37.28677781,26.85994845,,5.031073385,5.031073385,5.031073385,5.031073385,5.031073385
8699d5c1-af3a-4f40-9de1-9cb3b46fed41,29.2201104,3.382083323,29.55812376,25.71765841,17.23000448,27.46405766,28.86677527,23.64158031,24.51102038,25.81672197,,29.2201104,3.382083323,3.382083323,3.382083323,3.382083323
86b8e6a6-07e9-4647-91f5-5ec80ebca17a,26.74742272,21.59907448,85.75688541,28.2351856,23.28636882,88.70139107,51.73302382,77.21736456,13.32362781,58.33458301,,26.74742272,21.59907448,21.59907448,21.59907448,21.59907448
a34fcab0-575c-4df8-8ef1-0956879e76b0,47.806932,53.89051768,34.0986978,35.425432,25.76872903,26.18623589,61.71424428,17.99863323,20.73679205,10.61860688,,47.806932,47.806932,34.0986978,34.0986978,25.76872903
b9247099-2c80-4216-8157-fe769e36d93b,9.354222885,34.5246627,48.18284547,3.526685044,17.91056317,2.152534836,8.669616578,42.31519285,19.68005473,10.9129039,,9.354222885,9.354222885,9.354222885,3.526685044,3.526685044
00ce5556-c759-4084-8a2c-3f4d6a6d6e65,30.05616564,16.44349628,12.20743192,15.96985937,38.08170095,27.94529426,21.26059657,11.27791955,24.38980159,57.57843739,,30.05616564,16.44349628,12.20743192,12.20743192,12.20743192
03284953-9e0e-4f40-bb8f-9b21e0653595,21.36108307,44.22290851,32.51505057,1.973886904,20.58140711,52.02856689,18.30581088,11.0515663,38.84747232,16.52054818,,21.36108307,21.36108307,21.36108307,1.973886904,1.973886904
